client_id,age,region,months_with_bank,balance,transactions_last_month,mobile_app_logins,support_calls,has_credit,has_deposit,service_fee,churn
911,55,Kutaisi,95,5569.06,26,1,5,0,1,15,1
912,20,Kutaisi,89,7525.49,119,12,1,1,0,10,0
913,70,Other,31,10882.02,11,44,3,1,0,5,0
914,40,Rustavi,50,1698.47,61,29,2,0,0,10,0
915,54,Batumi,20,6095.5,51,33,5,0,0,5,0
916,70,Kutaisi,108,7276.09,47,29,7,0,0,0,0
917,54,Kutaisi,55,8112.41,66,23,5,0,0,0,0
918,27,Kutaisi,81,12275.41,45,47,7,0,0,15,1
919,27,Batumi,109,2575.17,96,43,4,0,0,0,0
920,36,Kutaisi,2,12117.47,73,32,4,0,0,10,0
921,34,Batumi,25,10393.18,94,40,1,0,1,0,0
922,38,Kutaisi,13,8338.06,14,48,5,0,0,0,0
923,31,Other,103,10492.92,70,9,4,1,0,0,0
924,26,Other,92,6180.27,35,17,2,1,0,0,0
925,63,Batumi,106,2075.96,13,18,7,0,0,0,0
926,18,Other,119,9986.48,119,6,6,1,1,0,0
927,68,Batumi,70,7870.08,111,18,6,0,1,10,1
928,62,Other,67,9590.62,77,23,6,1,0,0,0
929,30,Other,58,5069.98,2,14,4,0,0,0,0
930,21,Batumi,99,13603.0,112,40,5,1,0,0,0
931,18,Rustavi,82,8810.55,116,41,6,0,1,5,0
932,66,Other,75,1281.04,109,22,0,0,0,5,0
933,57,Kutaisi,118,6747.06,113,3,3,0,0,5,0
934,49,Rustavi,84,11345.34,66,37,5,0,0,0,0
935,51,Batumi,64,11912.02,85,3,7,0,1,0,1
936,45,Rustavi,69,7418.96,18,4,2,0,0,10,1
937,48,Tbilisi,83,13421.21,98,40,5,1,0,10,1
938,25,Tbilisi,86,4015.03,75,43,2,0,0,0,0
939,56,Other,59,6158.98,53,22,5,0,1,5,0
940,43,Other,60,13478.95,68,39,6,0,0,0,0
941,51,Kutaisi,83,13443.85,9,36,3,1,1,0,0
942,71,Rustavi,111,10285.69,104,10,3,1,0,10,0
943,71,Tbilisi,62,12884.71,32,10,2,1,0,5,0
944,20,Other,16,1331.6,12,12,5,0,1,0,0
945,67,Rustavi,88,12974.92,98,13,3,0,1,0,0
946,29,Other,105,4809.3,50,7,1,0,0,15,0
947,18,Other,68,2674.97,31,24,5,0,0,10,1
948,71,Tbilisi,15,3590.55,74,17,3,0,0,10,0
949,61,Tbilisi,89,6269.53,111,43,0,0,0,5,0
950,22,Other,108,3767.88,101,43,0,0,0,5,0
951,47,Batumi,55,4808.51,23,17,1,0,0,0,0
952,47,Other,35,2024.68,34,9,3,0,0,0,0
953,74,Other,55,4442.65,82,6,0,1,0,5,0
954,34,Kutaisi,14,8584.26,69,49,6,0,0,5,0
955,65,Kutaisi,49,6627.81,39,43,5,1,0,0,0
956,64,Kutaisi,83,5200.78,53,13,4,0,0,10,0
957,40,Batumi,102,11196.78,108,14,3,0,0,0,0
958,32,Batumi,100,13402.65,43,15,7,0,0,0,0
959,54,Other,7,11351.84,61,1,1,1,0,0,0
960,38,Kutaisi,30,4980.01,105,29,3,0,0,5,0
961,31,Batumi,83,11166.63,98,29,2,1,0,0,0
962,19,Tbilisi,49,2279.7,67,17,2,0,0,0,0
963,28,Other,89,1954.77,32,30,0,0,0,5,0
964,68,Rustavi,16,5184.41,76,43,7,1,0,5,0
965,56,Other,111,12115.54,55,47,2,0,0,5,0
966,55,Rustavi,118,3695.22,35,12,1,1,0,0,0
967,51,Kutaisi,104,948.8,53,19,7,0,1,5,0
968,55,Rustavi,51,1975.64,106,48,0,0,0,5,0
969,67,Kutaisi,72,12881.17,18,49,1,1,1,0,0
970,51,Tbilisi,82,9506.75,42,34,5,1,0,10,0
971,35,Rustavi,92,3798.02,11,22,1,0,0,5,0
972,47,Other,80,8329.44,10,41,2,1,0,0,0
973,32,Kutaisi,116,7913.69,69,32,5,0,0,15,0
974,44,Other,83,9831.54,11,37,2,1,1,10,0
975,68,Batumi,42,3497.81,90,34,1,0,0,15,0
976,51,Kutaisi,17,12966.04,40,35,2,0,0,5,0
977,69,Rustavi,63,4640.53,24,19,7,0,0,0,0
978,74,Kutaisi,45,10411.97,105,2,2,0,0,0,1
979,55,Other,77,241.87,2,7,2,0,0,5,0
980,50,Tbilisi,7,5589.86,2,39,3,0,0,15,1
981,41,Kutaisi,27,5275.65,83,31,5,0,1,5,0
982,32,Rustavi,10,8152.27,27,28,7,1,0,10,1
983,47,Batumi,34,1091.04,22,6,5,0,0,0,0
984,72,Tbilisi,36,11851.97,47,1,6,0,0,5,1
985,59,Batumi,25,3266.71,66,20,5,0,0,15,0
986,68,Kutaisi,6,10155.57,41,5,6,1,0,10,1
987,34,Other,24,12048.18,87,27,1,0,1,15,0
988,22,Other,18,8428.15,106,47,6,0,0,10,0
989,46,Rustavi,87,11113.25,39,41,6,0,0,5,0
990,21,Other,6,9927.9,5,35,4,0,1,5,0
991,27,Tbilisi,29,5332.95,19,31,1,0,0,15,0
992,73,Other,25,12132.88,10,44,5,0,0,5,0
993,34,Rustavi,55,4420.52,95,41,0,0,0,0,0
994,27,Kutaisi,81,8568.19,26,45,2,0,1,5,0
995,34,Kutaisi,46,11180.97,20,8,2,0,0,5,0
996,37,Other,24,5684.34,107,10,4,0,0,0,0
997,41,Batumi,75,4541.51,111,22,0,0,0,10,0
998,22,Kutaisi,26,6890.19,113,49,3,1,0,0,0
999,51,Other,115,12269.45,12,10,6,1,0,5,0
1000,23,Rustavi,98,13948.83,85,48,7,0,0,10,0
1001,70,Other,28,8176.25,34,1,1,0,0,5,0
1002,19,Kutaisi,3,9921.99,46,2,3,0,1,10,1
1003,30,Rustavi,75,13549.1,85,10,0,0,0,0,0
1004,60,Other,38,1478.2,27,49,4,0,0,15,0
1005,60,Tbilisi,61,3481.18,20,34,0,0,1,0,0
1006,65,Rustavi,78,10633.5,109,14,4,1,0,0,0
1007,28,Tbilisi,51,12356.17,17,42,3,1,1,10,0
1008,68,Batumi,90,12855.44,30,10,3,0,0,10,0
1009,64,Rustavi,48,6226.61,59,30,7,0,0,0,0
1010,74,Tbilisi,21,1340.1,109,27,0,1,0,15,0
1011,40,Kutaisi,54,6566.72,36,27,0,1,0,5,0
1012,72,Kutaisi,56,3461.02,20,31,6,1,0,15,1
1013,33,Batumi,103,4367.95,13,24,2,0,0,5,0
1014,48,Rustavi,94,11584.01,88,19,4,0,0,5,0
1015,28,Rustavi,59,1132.91,90,27,2,0,0,5,0
1016,71,Rustavi,72,12413.72,103,24,1,0,0,0,0
1017,33,Batumi,51,6415.04,59,10,1,0,0,5,0
1018,25,Rustavi,20,8940.96,22,18,0,0,0,5,0
1019,21,Kutaisi,112,1344.78,94,27,3,1,0,0,0
1020,57,Tbilisi,96,5060.39,110,0,1,1,0,0,0
1021,21,Kutaisi,86,1345.51,28,4,1,0,0,0,1
1022,73,Kutaisi,59,14423.16,46,9,7,1,0,10,0
1023,42,Tbilisi,71,12108.92,29,41,2,0,0,5,0
1024,20,Kutaisi,9,6894.49,114,45,7,1,0,10,0
1025,49,Batumi,109,3354.04,89,33,2,0,1,15,0
1026,20,Tbilisi,1,14001.83,83,35,6,0,0,5,0
1027,44,Kutaisi,29,5168.95,37,1,7,0,0,15,1
1028,46,Other,63,2414.77,82,17,6,0,1,0,0
1029,49,Kutaisi,72,8447.47,26,12,1,0,0,0,0
1030,67,Batumi,56,14156.61,88,4,0,0,0,5,1
1031,68,Rustavi,118,57.45,103,19,2,1,0,5,0
1032,36,Kutaisi,68,3571.87,101,1,1,0,0,10,1
1033,38,Rustavi,35,14076.71,115,10,3,0,0,5,0
1034,22,Other,3,2566.29,86,29,2,0,0,0,0
1035,35,Kutaisi,118,1698.65,92,31,1,0,0,10,0
1036,45,Tbilisi,109,8552.81,14,31,6,0,0,5,0
1037,59,Rustavi,104,12927.66,58,49,7,1,0,0,0
1038,39,Other,7,7156.65,2,37,4,0,0,5,0
1039,38,Tbilisi,27,14918.46,9,27,2,0,0,15,0
1040,23,Tbilisi,1,10187.58,78,9,4,1,0,10,0
1041,18,Tbilisi,91,1111.12,119,21,2,0,0,5,0
1042,22,Tbilisi,80,14892.48,79,16,2,0,0,0,0
1043,58,Kutaisi,102,6118.41,16,21,7,1,1,0,0
1044,29,Kutaisi,71,4311.04,82,42,6,0,0,5,0
1045,43,Kutaisi,44,8368.19,10,18,5,0,0,10,0
1046,63,Other,87,4564.61,47,16,5,1,0,0,0
1047,51,Other,41,1296.86,4,23,4,0,0,0,1
1048,66,Other,75,21.43,68,35,0,0,0,15,0
1049,31,Batumi,42,6743.75,63,31,1,1,0,10,0
1050,43,Other,117,12552.95,13,45,0,0,0,5,0
1051,62,Kutaisi,33,8584.73,49,35,0,0,1,0,0
1052,44,Kutaisi,50,14988.11,25,27,5,1,0,0,0
1053,26,Batumi,63,4302.7,71,13,1,1,1,0,0
1054,43,Batumi,100,4206.83,68,35,5,0,0,5,0
1055,74,Other,37,2396.24,6,5,7,0,0,0,0
1056,64,Rustavi,105,2460.95,15,8,7,1,1,10,1
1057,74,Batumi,59,4277.8,54,20,5,1,0,15,0
1058,39,Tbilisi,81,11892.6,77,11,6,0,1,0,0
1059,64,Kutaisi,99,13586.35,100,29,5,0,0,5,0
1060,73,Tbilisi,48,14626.31,55,30,3,0,0,10,0
1061,47,Kutaisi,5,3484.34,104,39,0,1,0,15,0
1062,60,Kutaisi,48,13219.46,3,3,6,1,0,10,1
1063,65,Batumi,96,4923.83,99,30,6,1,0,0,0
1064,34,Batumi,3,1692.61,47,26,0,1,0,0,0
1065,43,Tbilisi,116,13050.37,119,24,6,0,0,10,1
1066,53,Kutaisi,47,9541.58,16,4,0,0,0,5,0
1067,18,Tbilisi,62,2470.96,110,5,3,1,0,0,0
1068,25,Rustavi,99,6447.47,35,4,2,1,0,5,0
1069,66,Tbilisi,116,4308.87,69,26,6,0,0,10,0
1070,52,Other,14,11051.92,79,7,4,0,0,0,0
1071,69,Tbilisi,63,6801.24,92,8,4,1,0,10,0
1072,32,Other,112,14839.2,99,14,3,0,1,0,0
1073,64,Other,61,821.17,37,35,0,0,0,10,0
1074,73,Other,31,5325.23,100,40,4,0,0,5,0
1075,39,Rustavi,95,7228.5,111,6,3,0,0,0,0
1076,31,Tbilisi,17,7547.0,61,31,5,0,1,10,0
1077,43,Tbilisi,24,4739.04,47,7,1,1,0,10,0
1078,45,Rustavi,116,10938.6,9,46,4,0,0,15,0
1079,40,Kutaisi,23,13121.21,104,14,7,0,0,0,0
1080,31,Batumi,82,14080.79,35,36,1,0,0,5,0
1081,41,Tbilisi,50,12076.4,28,18,7,1,0,5,0
1082,19,Batumi,118,12758.7,77,38,0,1,1,5,0
1083,62,Rustavi,78,8258.18,3,5,4,1,1,10,1
1084,43,Kutaisi,114,12388.32,43,18,3,1,0,0,0
1085,31,Kutaisi,79,4552.56,55,27,2,0,0,0,0
1086,73,Kutaisi,79,5977.18,41,16,4,0,1,5,0
1087,68,Rustavi,70,4753.7,99,41,4,0,0,0,0
1088,24,Other,27,7010.81,113,18,4,0,0,15,0
1089,20,Other,15,4283.69,108,30,4,1,0,5,0
1090,64,Batumi,50,14424.17,12,10,7,0,0,5,0
1091,40,Other,36,4692.67,45,14,3,1,0,10,0
1092,63,Other,119,1470.67,81,9,3,0,1,5,0
1093,60,Kutaisi,8,7902.26,32,42,7,0,0,5,0
1094,64,Kutaisi,79,856.49,20,22,2,0,0,0,0
1095,62,Batumi,3,1658.15,79,2,3,0,0,0,1
1096,35,Tbilisi,62,3290.84,78,2,3,0,0,0,0
1097,55,Batumi,47,6965.25,117,17,0,0,0,5,0
1098,52,Batumi,77,6498.76,56,24,6,0,0,5,0
1099,68,Rustavi,105,11995.38,68,42,0,0,0,0,0
1100,32,Rustavi,98,11092.12,69,19,6,0,1,5,0
1101,42,Batumi,88,6394.77,101,28,1,0,0,0,0
1102,72,Batumi,104,5005.56,66,21,2,0,1,15,0
1103,54,Batumi,96,4747.03,47,49,6,0,0,0,0
1104,45,Other,61,11609.93,75,14,0,0,0,10,0
1105,27,Rustavi,32,781.09,99,38,2,0,0,5,0
1106,56,Batumi,94,192.32,32,9,2,0,0,5,0
1107,74,Kutaisi,116,11933.17,35,20,4,0,0,0,0
1108,34,Kutaisi,113,7157.2,32,28,5,0,0,15,1
1109,56,Other,13,1963.22,30,31,5,0,0,0,0
1110,39,Other,1,3533.49,20,9,5,0,0,5,0
1111,43,Tbilisi,34,13987.56,26,12,2,1,0,15,0
1112,61,Tbilisi,62,12892.54,90,46,4,0,0,10,0
1113,42,Tbilisi,79,10646.78,71,22,1,0,0,5,0
1114,34,Other,108,7233.38,119,49,1,1,0,15,0
1115,30,Other,78,7804.85,100,22,5,0,0,10,0
1116,37,Other,93,14628.67,61,30,1,1,0,0,0
1117,42,Kutaisi,98,14486.56,95,3,4,0,0,5,1
1118,21,Other,82,3229.04,25,48,5,0,0,0,0
1119,27,Kutaisi,118,12166.57,65,2,6,1,0,0,1
1120,20,Tbilisi,71,2958.64,11,20,6,0,0,10,1
1121,58,Tbilisi,93,3203.06,21,1,4,0,0,5,1
1122,62,Tbilisi,119,10141.4,16,3,7,0,1,0,1
1123,35,Batumi,31,6075.02,6,0,1,0,0,10,0
1124,64,Batumi,64,13973.17,106,14,5,0,1,0,0
1125,53,Rustavi,25,1335.15,67,32,6,0,0,15,1
1126,64,Rustavi,38,7672.88,36,5,4,1,1,15,0
1127,39,Rustavi,14,13777.82,37,6,3,1,0,15,0
1128,51,Batumi,8,13561.7,95,18,6,0,0,10,0
1129,64,Batumi,91,2347.94,10,43,3,1,0,0,0
1130,25,Rustavi,54,5499.57,0,0,4,0,0,5,1
1131,57,Rustavi,2,9286.82,24,38,4,0,1,0,0
1132,66,Other,81,2390.92,41,18,0,1,0,0,0
1133,61,Rustavi,101,14520.33,51,44,6,1,1,5,0
1134,36,Other,78,13721.24,23,25,0,1,0,0,0
1135,59,Kutaisi,89,2504.25,52,43,2,0,0,15,0
1136,58,Batumi,56,1817.33,106,11,6,0,0,15,0
1137,54,Rustavi,94,1281.13,55,21,5,1,1,0,0
1138,23,Batumi,93,13641.65,62,12,2,0,0,5,0
1139,69,Batumi,84,2904.36,80,27,2,0,0,5,0
1140,43,Batumi,85,6244.27,7,13,1,0,0,10,0
1141,51,Kutaisi,61,6732.77,58,21,3,1,0,5,0
1142,73,Tbilisi,117,8985.17,44,29,1,0,1,0,0
1143,62,Rustavi,22,1076.03,26,43,5,0,0,5,0
1144,23,Tbilisi,35,3401.38,51,19,4,0,0,5,0
1145,54,Tbilisi,101,13972.36,17,43,0,0,0,15,0
1146,74,Tbilisi,16,13626.15,90,26,5,1,0,0,0
1147,50,Batumi,50,11719.36,85,37,4,0,0,0,0
1148,70,Other,113,291.02,15,41,5,0,0,10,0
1149,39,Batumi,43,4905.1,65,40,4,0,0,10,0
1150,38,Batumi,17,9419.38,4,33,6,0,0,10,1
1151,23,Tbilisi,80,4127.85,81,38,0,0,0,5,0
1152,23,Batumi,58,13643.8,2,40,4,0,0,5,0
1153,72,Tbilisi,119,9508.34,90,43,2,0,1,5,0
1154,65,Other,2,1078.6,117,36,5,0,1,0,0
1155,21,Rustavi,4,13635.08,80,0,0,1,0,5,0
1156,47,Tbilisi,85,14366.5,79,14,4,1,0,0,0
1157,28,Other,39,1165.69,69,31,2,0,0,0,0
1158,47,Rustavi,98,7985.4,114,7,2,0,0,15,0
1159,48,Kutaisi,94,4550.46,6,32,6,1,0,0,0
1160,41,Tbilisi,6,5892.59,49,17,3,0,0,15,0
1161,72,Tbilisi,81,2694.77,13,44,2,0,0,0,0
1162,26,Kutaisi,103,8671.08,37,28,1,1,0,0,0
1163,72,Kutaisi,89,14369.69,103,31,0,0,1,5,0
1164,20,Tbilisi,69,7546.09,78,32,0,0,0,10,0
1165,68,Kutaisi,69,1243.72,110,4,7,0,0,5,1
1166,48,Batumi,20,9300.02,46,17,0,0,0,10,0
1167,57,Rustavi,64,5103.34,111,47,4,1,0,0,0
1168,54,Rustavi,16,12838.88,32,9,5,0,0,15,0
1169,53,Rustavi,51,6520.17,42,35,4,0,0,0,0
1170,41,Batumi,105,2892.59,90,32,1,1,0,10,0
1171,48,Kutaisi,37,2866.58,28,22,7,1,0,5,0
1172,23,Other,104,11531.46,56,39,5,0,0,10,1
1173,19,Kutaisi,73,3983.81,100,4,6,0,0,5,1
1174,37,Tbilisi,69,11508.5,4,33,2,0,1,0,0
1175,45,Rustavi,42,3088.31,92,23,7,1,0,15,0
1176,28,Kutaisi,57,4825.3,95,16,4,0,0,0,0
1177,21,Other,66,6982.3,59,30,5,0,0,0,0
1178,32,Tbilisi,9,14147.94,116,6,2,0,0,10,0
1179,23,Batumi,107,13975.97,69,16,5,0,1,0,0
1180,71,Batumi,100,3103.08,1,27,2,0,0,0,0
1181,66,Other,86,5373.29,69,37,5,0,0,5,0
1182,47,Tbilisi,64,2240.99,109,21,4,0,0,10,1
1183,73,Rustavi,86,7649.78,42,14,7,0,0,0,0
1184,55,Kutaisi,22,6908.74,3,36,4,0,1,5,0
1185,68,Tbilisi,34,13511.4,55,14,1,0,0,10,0
1186,74,Batumi,55,13950.08,92,49,6,1,0,10,0
1187,19,Other,29,5753.51,58,49,6,1,1,15,0
1188,32,Other,38,7376.07,88,24,3,0,0,10,0
1189,28,Kutaisi,110,13443.54,8,20,0,0,0,5,0
1190,25,Other,97,12100.62,119,37,4,0,0,5,0
1191,43,Other,18,54.84,2,1,4,0,0,0,1
1192,68,Tbilisi,71,4800.89,89,26,2,0,0,10,0
1193,62,Rustavi,65,6326.61,47,48,3,0,0,15,0
1194,61,Kutaisi,97,3445.74,42,31,6,1,0,10,0
1195,22,Tbilisi,1,2993.57,90,20,4,0,1,0,0
1196,23,Rustavi,88,566.77,99,3,5,0,0,5,1
1197,43,Tbilisi,4,9650.55,95,43,6,0,0,5,0
1198,71,Tbilisi,4,3937.65,0,18,3,1,0,5,0
1199,21,Other,82,785.21,56,1,0,0,1,10,1
1200,36,Rustavi,27,3464.69,52,25,5,1,0,5,0
1201,37,Kutaisi,43,12028.71,117,33,2,0,1,0,0
1202,50,Kutaisi,59,12772.34,15,13,1,1,0,15,0
1203,37,Rustavi,32,7245.99,50,14,5,1,1,5,0
1204,66,Other,33,6241.06,111,19,7,1,0,0,0
1205,29,Batumi,28,14667.81,74,33,6,0,0,0,0
1206,64,Tbilisi,106,3008.47,89,35,7,0,0,15,0
1207,18,Other,105,3230.39,103,18,0,0,0,10,0
1208,43,Rustavi,55,4378.01,54,8,5,1,0,5,0
1209,31,Tbilisi,100,2591.36,0,6,3,0,0,0,0
1210,55,Kutaisi,60,5690.48,89,29,3,0,0,0,0
1211,54,Batumi,70,13662.51,27,12,0,0,1,0,0
1212,28,Kutaisi,62,9230.22,52,26,6,0,0,5,0
1213,53,Rustavi,80,6179.2,57,43,3,0,0,5,0
1214,30,Tbilisi,34,14016.16,72,34,5,0,0,5,0
1215,60,Rustavi,87,726.96,59,12,1,0,0,10,0
1216,20,Tbilisi,114,3154.14,58,14,5,0,1,0,0
1217,50,Other,106,8488.33,107,45,1,1,0,0,0
1218,23,Batumi,88,9233.29,21,8,3,1,0,0,0
1219,67,Other,56,593.36,7,44,5,1,0,0,0
1220,73,Other,113,6045.58,48,22,3,0,1,0,0
1221,27,Rustavi,13,9737.31,41,35,6,1,1,5,0
1222,22,Batumi,56,10471.06,26,39,1,0,0,10,0
1223,40,Tbilisi,18,9572.1,38,2,6,0,0,10,1
1224,27,Tbilisi,54,4808.45,82,33,3,0,0,10,0
1225,61,Kutaisi,77,1402.8,24,18,4,0,0,5,0
1226,19,Tbilisi,113,6406.69,37,27,2,0,0,10,0
1227,30,Rustavi,101,1931.32,84,22,5,1,0,0,0
1228,57,Other,43,14214.35,23,39,4,0,0,15,0
1229,19,Other,39,7127.56,23,48,6,0,0,0,0
1230,37,Other,61,4758.89,59,44,7,0,0,0,0
1231,18,Batumi,42,11494.56,82,6,3,0,0,0,0
1232,54,Tbilisi,81,7469.23,49,40,3,0,0,15,0
1233,26,Rustavi,79,4650.51,110,11,2,0,0,15,0
1234,34,Batumi,18,12179.52,65,13,3,1,0,10,0
1235,26,Kutaisi,23,13007.28,13,45,2,0,0,5,0
1236,28,Rustavi,54,10095.12,52,14,5,0,1,5,0
1237,32,Rustavi,115,704.47,31,2,1,1,0,15,1
1238,41,Rustavi,30,8494.84,105,14,2,1,0,5,0
1239,55,Other,98,11449.42,95,23,2,1,1,15,0
1240,72,Rustavi,58,2047.55,91,45,4,0,0,0,0
1241,52,Tbilisi,68,3430.06,47,7,3,0,1,0,0
1242,47,Rustavi,67,13237.43,38,4,5,0,0,10,1
1243,48,Other,71,301.83,39,3,1,1,0,0,0
1244,66,Rustavi,18,11290.91,41,13,0,1,0,15,0
1245,22,Kutaisi,106,7106.6,110,15,6,0,0,5,0
1246,61,Kutaisi,7,6701.58,103,19,2,0,0,15,0
1247,67,Other,40,106.45,76,23,0,1,0,0,0
1248,31,Tbilisi,70,12290.97,75,5,3,0,1,10,0
1249,70,Tbilisi,86,5397.37,7,30,6,0,0,5,0
1250,73,Batumi,65,8111.48,78,5,2,0,0,5,0
1251,28,Other,68,10159.51,25,34,7,0,0,5,0
1252,26,Rustavi,110,10539.44,11,14,7,1,0,15,1
1253,51,Other,49,14339.7,42,28,0,0,0,5,0
1254,29,Batumi,52,7970.1,50,2,4,0,0,0,1
1255,52,Other,114,5995.79,109,10,0,0,0,15,0
1256,52,Other,107,14305.55,90,2,6,0,0,0,1
1257,18,Batumi,29,9631.65,81,27,4,0,0,0,0
1258,57,Tbilisi,21,4472.26,108,9,6,0,0,0,0
1259,39,Rustavi,90,1896.96,99,49,1,0,0,10,0
1260,46,Batumi,78,12638.32,62,32,3,0,0,0,0
1261,25,Kutaisi,9,5432.72,48,47,7,1,0,0,0
1262,28,Tbilisi,47,9907.05,114,15,5,0,0,15,0
1263,58,Kutaisi,76,7062.25,26,9,0,0,0,10,0
1264,54,Tbilisi,42,2983.95,8,32,2,1,0,0,0
1265,31,Rustavi,51,9025.3,118,35,6,0,0,10,1
1266,47,Rustavi,56,910.25,38,2,6,1,0,15,1
1267,52,Other,51,6200.14,64,4,3,0,0,0,0
1268,38,Kutaisi,70,8199.22,70,11,0,1,0,10,0
1269,54,Tbilisi,20,6540.7,89,43,2,1,1,5,0
1270,22,Rustavi,88,11230.08,70,12,2,0,0,5,0
1271,36,Batumi,27,12418.87,115,23,6,1,0,5,0
1272,31,Rustavi,38,11568.65,6,43,5,1,0,5,0
1273,43,Batumi,72,582.19,71,31,6,0,1,0,0
1274,21,Tbilisi,65,2911.93,79,15,5,0,0,10,0
1275,42,Rustavi,54,8049.11,66,31,6,0,0,0,0
1276,62,Rustavi,113,14022.33,108,44,6,1,0,5,0
1277,59,Tbilisi,113,12524.35,9,36,2,0,0,0,0
1278,42,Rustavi,24,12638.02,113,35,5,0,0,10,0
1279,35,Batumi,47,4548.12,70,20,2,0,0,0,0
1280,57,Rustavi,71,6441.72,84,46,0,0,0,5,0
1281,25,Kutaisi,83,7060.59,52,11,6,0,1,5,0
1282,56,Other,86,2360.57,100,20,1,0,0,10,0
1283,57,Batumi,63,466.02,94,20,5,1,0,5,0
1284,31,Kutaisi,57,14203.54,86,42,4,0,0,10,0
1285,49,Tbilisi,55,3610.69,56,5,7,0,0,0,0
1286,68,Batumi,60,3599.23,90,8,4,0,1,0,0
1287,55,Other,99,1250.69,119,0,4,0,0,5,1
1288,50,Other,62,13927.62,85,11,1,0,0,15,0
1289,40,Tbilisi,30,8696.06,102,13,2,0,1,0,0
1290,32,Tbilisi,93,10005.55,26,5,2,0,0,0,0
1291,50,Batumi,22,13673.65,53,0,7,0,0,0,0
1292,42,Rustavi,75,5184.3,112,21,7,0,0,5,0
1293,34,Tbilisi,84,9322.61,3,33,3,0,1,0,0
1294,50,Rustavi,29,581.99,87,10,7,1,1,10,0
1295,64,Kutaisi,115,2801.59,22,2,4,0,0,0,1
1296,72,Other,41,12468.69,47,41,4,1,0,0,0
1297,19,Rustavi,42,11501.53,82,5,2,1,1,0,0
1298,31,Other,98,5259.64,41,5,4,0,0,5,0
1299,70,Rustavi,65,5652.16,2,19,2,1,1,5,0
1300,57,Kutaisi,31,8003.32,90,20,6,0,0,0,0
1301,57,Tbilisi,30,3.62,2,1,6,0,0,15,1
1302,68,Kutaisi,112,3618.67,27,25,2,0,0,0,0
1303,56,Tbilisi,18,3123.48,62,30,5,1,0,10,0
1304,68,Tbilisi,119,3757.24,80,25,2,0,0,5,0
1305,23,Other,17,12088.59,30,31,0,1,1,0,0
1306,23,Kutaisi,38,4195.11,9,9,0,0,0,10,0
1307,20,Rustavi,14,2872.82,48,22,0,1,1,10,0
1308,24,Kutaisi,87,7563.95,85,5,0,0,0,0,0
1309,68,Other,89,12984.68,93,22,1,0,0,5,0
1310,25,Tbilisi,79,3620.25,112,27,3,0,1,0,0
1311,59,Other,110,1178.04,20,48,3,0,0,5,0
1312,69,Batumi,56,5346.07,99,29,2,0,0,0,0
1313,32,Batumi,22,11214.78,52,13,6,1,0,10,0
1314,64,Rustavi,67,8260.36,86,36,4,0,0,0,0
1315,46,Other,56,12251.9,101,31,0,1,0,0,0
1316,50,Rustavi,119,14393.88,75,48,3,0,1,0,0
1317,69,Rustavi,19,11889.94,88,33,3,1,1,0,0
1318,47,Batumi,57,9057.05,53,40,0,0,0,5,0
1319,56,Rustavi,44,7400.12,56,43,6,0,0,0,0
1320,44,Batumi,98,601.04,19,21,1,1,0,10,0
1321,53,Tbilisi,35,14764.83,112,30,1,0,0,0,0
1322,46,Other,114,5752.22,48,6,7,0,0,10,0
1323,55,Rustavi,1,2283.42,105,40,3,0,1,5,0
1324,74,Batumi,52,10000.63,6,20,7,0,0,15,1
1325,50,Kutaisi,85,4264.32,28,15,1,0,0,15,0
1326,54,Rustavi,93,8786.67,47,19,5,1,1,10,0
1327,44,Tbilisi,70,8801.52,92,42,0,0,0,10,0
1328,72,Tbilisi,37,6685.95,12,43,6,0,1,0,0
1329,50,Kutaisi,65,12541.78,2,46,3,0,0,10,1
1330,21,Batumi,51,3974.51,1,49,0,0,0,15,1
1331,39,Rustavi,1,6729.49,15,18,1,0,1,0,0
1332,19,Batumi,91,8065.38,93,47,0,1,0,5,0
1333,27,Tbilisi,21,9954.37,101,31,1,1,1,0,0
1334,22,Batumi,53,11759.58,5,14,6,0,1,5,0
1335,27,Tbilisi,16,5922.11,44,4,1,1,0,5,0
1336,50,Batumi,108,9690.7,70,10,0,0,0,5,0
1337,71,Kutaisi,61,2259.16,4,14,6,1,0,5,1
1338,55,Other,54,13989.72,55,28,1,0,1,15,0
1339,30,Kutaisi,40,5745.88,70,49,7,0,0,5,0
1340,48,Kutaisi,26,10942.82,97,44,5,0,0,10,1
1341,64,Other,80,305.12,31,3,2,0,0,0,0
1342,53,Other,92,3077.81,48,48,0,0,0,5,0
1343,62,Rustavi,65,7306.24,12,35,2,0,1,5,0
1344,41,Rustavi,100,13173.79,29,47,0,0,1,0,0
1345,69,Kutaisi,74,7908.83,24,22,1,0,1,0,0
1346,73,Kutaisi,64,13948.06,84,14,1,0,0,5,0
1347,32,Tbilisi,43,7256.95,59,45,6,0,0,5,0
1348,46,Tbilisi,17,7356.74,58,43,3,0,0,5,0
1349,25,Rustavi,59,1796.2,84,2,5,0,0,0,1
1350,22,Rustavi,23,12039.84,27,31,7,0,0,0,0
1351,46,Tbilisi,7,3704.48,111,9,3,1,1,5,0
1352,64,Tbilisi,44,13494.19,57,39,2,1,1,0,0
1353,21,Batumi,53,13662.36,19,37,1,0,1,0,0
1354,29,Batumi,71,14149.65,33,21,3,0,1,0,0
