FREQ,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,Value,Year,Month
M,THA,Thailand,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",102.845479,2016,5
M,THA,Thailand,FAO_CP_23014,Food price inflation,2.96934,2016,5
M,TJK,Tajikistan,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",105.085721,2016,5
M,TJK,Tajikistan,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",103.969093,2016,5
M,TJK,Tajikistan,FAO_CP_23014,Food price inflation,2.968961,2016,5
M,TLS,Timor-Leste,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",98.478957,2016,5
M,TLS,Timor-Leste,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",97.682225,2016,5
M,TLS,Timor-Leste,FAO_CP_23014,Food price inflation,-2.549575,2016,5
M,TON,Tonga,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",100.419857,2016,5
M,TON,Tonga,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",99.014589,2016,5
M,TON,Tonga,FAO_CP_23014,Food price inflation,-3.826531,2016,5
M,TTO,Trinidad and Tobago,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",102.882458,2016,5
M,TTO,Trinidad and Tobago,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",106.628177,2016,5
M,TTO,Trinidad and Tobago,FAO_CP_23014,Food price inflation,9.547739,2016,5
M,TUN,Tunisia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",103.014627,2016,5
M,TUN,Tunisia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",102.676256,2016,5
M,TUN,Tunisia,FAO_CP_23014,Food price inflation,2.955117,2016,5
M,TUR,Turkiye,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",106.71729,2016,5
M,TUR,Turkiye,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",102.695874,2016,5
M,TUR,Turkiye,FAO_CP_23014,Food price inflation,2.470692,2016,5
M,TZA,Tanzania,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",105.240117,2016,5
M,TZA,Tanzania,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",107.721135,2016,5
M,TZA,Tanzania,FAO_CP_23014,Food price inflation,7.022164,2016,5
M,UGA,Uganda,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",104.881603,2016,5
M,UGA,Uganda,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",103.89127,2016,5
M,UGA,Uganda,FAO_CP_23014,Food price inflation,2.017855,2016,5
M,UKR,Ukraine,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",114.069289,2016,5
M,UKR,Ukraine,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",109.668986,2016,5
M,UKR,Ukraine,FAO_CP_23014,Food price inflation,3.832547,2016,5
M,URY,Uruguay,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",109.625333,2016,5
M,URY,Uruguay,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",109.938219,2016,5
M,URY,Uruguay,FAO_CP_23014,Food price inflation,11.594682,2016,5
M,USA,United States,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",101.357192,2016,5
M,USA,United States,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",98.79538,2016,5
M,USA,United States,FAO_CP_23014,Food price inflation,-0.697361,2016,5
M,UZB,Uzbekistan,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",107.529655,2016,5
M,UZB,Uzbekistan,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",104.927009,2016,5
M,UZB,Uzbekistan,FAO_CP_23014,Food price inflation,4.001449,2016,5
M,VCT,St. Vincent and the Grenadines,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",99.521239,2016,5
M,VCT,St. Vincent and the Grenadines,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",99.587035,2016,5
M,VCT,St. Vincent and the Grenadines,FAO_CP_23014,Food price inflation,0.634633,2016,5
M,VEN,"Venezuela, RB",FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",302.452352,2016,5
M,VEN,"Venezuela, RB",FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",405.342866,2016,5
M,VEN,"Venezuela, RB",FAO_CP_23014,Food price inflation,425.976263,2016,5
M,VGB,British Virgin Islands,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",100.170747,2016,5
M,VGB,British Virgin Islands,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",100.96952,2016,5
M,VGB,British Virgin Islands,FAO_CP_23014,Food price inflation,2.157819,2016,5
M,VNM,Viet Nam,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",102.176196,2016,5
M,VNM,Viet Nam,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",102.372196,2016,5
M,VNM,Viet Nam,FAO_CP_23014,Food price inflation,2.550718,2016,5
M,VUT,Vanuatu,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",100.423627,2016,5
M,VUT,Vanuatu,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",100.816794,2016,5
M,VUT,Vanuatu,FAO_CP_23014,Food price inflation,-3.492911,2016,5
M,WLD,World,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",102.139536,2016,5
M,WLD,World,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",101.809686,2016,5
M,WLD,World,FAO_CP_23014,Food price inflation,2.127557,2016,5
M,WSM,Samoa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",100.428954,2016,5
M,WSM,Samoa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",104.539755,2016,5
M,WSM,Samoa,FAO_CP_23014,Food price inflation,7.373641,2016,5
M,YEM,"Yemen, Rep.",FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",114.475842,2016,5
M,YEM,"Yemen, Rep.",FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",115.399209,2016,5
M,YEM,"Yemen, Rep.",FAO_CP_23014,Food price inflation,17.821332,2016,5
M,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",106.132473,2016,5
M,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",111.735021,2016,5
M,ZAF,South Africa,FAO_CP_23014,Food price inflation,11.976912,2016,5
M,ZMB,Zambia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",117.452253,2016,5
M,ZMB,Zambia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",121.612595,2016,5
M,ZMB,Zambia,FAO_CP_23014,Food price inflation,25.773267,2016,5
M,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",98.310627,2016,5
M,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",96.878032,2016,5
M,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,-4.173913,2016,5
M,ABW,Aruba,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",99.261544,2016,6
M,ABW,Aruba,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",99.591321,2016,6
M,ABW,Aruba,FAO_CP_23014,Food price inflation,0.7109,2016,6
M,AFG,Afghanistan,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",103.361505,2016,6
M,AFG,Afghanistan,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",104.808678,2016,6
M,AFG,Afghanistan,FAO_CP_23014,Food price inflation,6.115633,2016,6
M,AGO,Angola,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",128.640171,2016,6
M,AGO,Angola,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",130.575065,2016,6
M,AGO,Angola,FAO_CP_23014,Food price inflation,31.958657,2016,6
M,AIA,Anguilla,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",99.446591,2016,6
M,AIA,Anguilla,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",99.087544,2016,6
M,AIA,Anguilla,FAO_CP_23014,Food price inflation,-0.955847,2016,6
M,ALA,Aland Islands,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",100.585846,2016,6
M,ALA,Aland Islands,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",97.836152,2016,6
M,ALA,Aland Islands,FAO_CP_23014,Food price inflation,-1.843723,2016,6
M,ALB,Albania,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",100.203402,2016,6
M,ALB,Albania,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",100.408689,2016,6
M,ALB,Albania,FAO_CP_23014,Food price inflation,2.689428,2016,6
M,AND,Andorra,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",99.754876,2016,6
M,AND,Andorra,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",100.263105,2016,6
M,AND,Andorra,FAO_CP_23014,Food price inflation,0.222469,2016,6
M,ANT,Netherlands Antilles,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",,2016,6
M,ARE,United Arab Emirates,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",101.696009,2016,6
M,ARE,United Arab Emirates,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",100.968424,2016,6
M,ARE,United Arab Emirates,FAO_CP_23014,Food price inflation,0.978164,2016,6
M,ARG,Argentina,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",113.361687,2016,6
M,ARG,Argentina,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",112.504614,2016,6
M,ARG,Argentina,FAO_CP_23014,Food price inflation,13.610044,2016,6
M,ARM,Armenia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",98.865999,2016,6
M,ARM,Armenia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",97.191869,2016,6
M,ARM,Armenia,FAO_CP_23014,Food price inflation,-2.643733,2016,6
M,ATG,Antigua and Barbuda,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",98.955362,2016,6
M,ATG,Antigua and Barbuda,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",99.173917,2016,6
M,ATG,Antigua and Barbuda,FAO_CP_23014,Food price inflation,-0.364171,2016,6
M,AUS,Australia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",100.860621,2016,6
M,AUS,Australia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",99.735868,2016,6
M,AUS,Australia,FAO_CP_23014,Food price inflation,-0.096246,2016,6
M,AUT,Austria,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",101.093414,2016,6
M,AUT,Austria,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",100.400489,2016,6
M,AUT,Austria,FAO_CP_23014,Food price inflation,0.099695,2016,6
M,AZE,Azerbaijan,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",110.435315,2016,6
M,AZE,Azerbaijan,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",110.568072,2016,6
M,AZE,Azerbaijan,FAO_CP_23014,Food price inflation,11.325391,2016,6
M,BDI,Burundi,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",105.805005,2016,6
M,BDI,Burundi,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",109.192722,2016,6
M,BDI,Burundi,FAO_CP_23014,Food price inflation,4.035056,2016,6
M,BEL,Belgium,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",102.268386,2016,6
M,BEL,Belgium,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",103.144781,2016,6
M,BEL,Belgium,FAO_CP_23014,Food price inflation,2.503696,2016,6
M,BEN,Benin,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",101.236006,2016,6
M,BEN,Benin,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",105.535599,2016,6
M,BEN,Benin,FAO_CP_23014,Food price inflation,4.73836,2016,6
M,BFA,Burkina Faso,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",100.427903,2016,6
M,BFA,Burkina Faso,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",103.734042,2016,6
M,BFA,Burkina Faso,FAO_CP_23014,Food price inflation,1.249408,2016,6
M,BGD,Bangladesh,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",103.211192,2016,6
M,BGD,Bangladesh,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",101.149689,2016,6
M,BGD,Bangladesh,FAO_CP_23014,Food price inflation,4.225037,2016,6
M,BGR,Bulgaria,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",98.60769,2016,6
M,BGR,Bulgaria,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",98.450412,2016,6
M,BGR,Bulgaria,FAO_CP_23014,Food price inflation,-0.641754,2016,6
M,BHR,Bahrain,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",103.21569,2016,6
M,BHR,Bahrain,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",101.736968,2016,6
M,BHR,Bahrain,FAO_CP_23014,Food price inflation,2.731806,2016,6
M,BHS,"Bahamas, The",FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",99.962974,2016,6
M,BHS,"Bahamas, The",FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",98.538072,2016,6
M,BHS,"Bahamas, The",FAO_CP_23014,Food price inflation,-0.644,2016,6
M,BIH,Bosnia and Herzegovina,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",98.176,2016,6
M,BIH,Bosnia and Herzegovina,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",98.7574,2016,6
M,BIH,Bosnia and Herzegovina,FAO_CP_23014,Food price inflation,-1.841979,2016,6
M,BLR,Belarus,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",112.03844,2016,6
M,BLR,Belarus,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",110.470772,2016,6
M,BLR,Belarus,FAO_CP_23014,Food price inflation,10.604797,2016,6
M,BLZ,Belize,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",100.881333,2016,6
M,BLZ,Belize,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",99.6795,2016,6
M,BLZ,Belize,FAO_CP_23014,Food price inflation,0.018913,2016,6
M,BMU,Bermuda,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",101.418208,2016,6
M,BMU,Bermuda,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",101.844823,2016,6
M,BMU,Bermuda,FAO_CP_23014,Food price inflation,1.691542,2016,6
M,BOL,Bolivia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",103.588451,2016,6
M,BOL,Bolivia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",105.987804,2016,6
M,BOL,Bolivia,FAO_CP_23014,Food price inflation,7.609669,2016,6
M,BRA,Brazil,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",108.886059,2016,6
M,BRA,Brazil,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",113.039277,2016,6
M,BRA,Brazil,FAO_CP_23014,Food price inflation,12.813442,2016,6
M,BRB,Barbados,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",101.344267,2016,6
M,BRB,Barbados,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",107.146261,2016,6
M,BRB,Barbados,FAO_CP_23014,Food price inflation,9.34594,2016,6
M,BRN,Brunei Darussalam,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",99.642078,2016,6
M,BRN,Brunei Darussalam,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",99.39808,2016,6
M,BRN,Brunei Darussalam,FAO_CP_23014,Food price inflation,-0.708358,2016,6
M,BTN,Bhutan,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",102.835806,2016,6
M,BTN,Bhutan,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",103.473653,2016,6
M,BTN,Bhutan,FAO_CP_23014,Food price inflation,4.501824,2016,6
M,BWA,Botswana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",102.895259,2016,6
M,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",102.325086,2016,6
M,BWA,Botswana,FAO_CP_23014,Food price inflation,2.54632,2016,6
M,CAF,Central African Republic,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",101.466783,2016,6
M,CAN,Canada,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",102.004055,2016,6
M,CAN,Canada,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",101.354196,2016,6
M,CAN,Canada,FAO_CP_23014,Food price inflation,0.845666,2016,6
M,CHE,Switzerland,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",100.088338,2016,6
M,CHE,Switzerland,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",101.358292,2016,6
M,CHE,Switzerland,FAO_CP_23014,Food price inflation,0.621845,2016,6
M,CHL,Chile,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",103.976266,2016,6
M,CHL,Chile,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",103.473795,2016,6
M,CHL,Chile,FAO_CP_23014,Food price inflation,4.714997,2016,6
M,CHN,China,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",101.400904,2016,6
M,CHN,China,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",102.3329,2016,6
M,CHN,China,FAO_CP_23014,Food price inflation,3.83229,2016,6
M,CIV,Cote d'Ivoire,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",101.775725,2016,6
M,CIV,Cote d'Ivoire,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",107.970112,2016,6
M,CIV,Cote d'Ivoire,FAO_CP_23014,Food price inflation,4.708307,2016,6
M,CMR,Cameroon,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",100.853639,2016,6
M,CMR,Cameroon,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",101.325675,2016,6
M,CMR,Cameroon,FAO_CP_23014,Food price inflation,1.470521,2016,6
M,COD,"Congo, Dem. Rep.",FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",101.341655,2016,6
M,COD,"Congo, Dem. Rep.",FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",101.619497,2016,6
M,COD,"Congo, Dem. Rep.",FAO_CP_23014,Food price inflation,1.7236,2016,6
M,COG,"Congo, Rep.",FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",103.415013,2016,6
M,COG,"Congo, Rep.",FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",99.374768,2016,6
M,COG,"Congo, Rep.",FAO_CP_23014,Food price inflation,0.105085,2016,6
M,COK,Cook Islands,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",99.893405,2016,6
M,COK,Cook Islands,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",101.051969,2016,6
M,COK,Cook Islands,FAO_CP_23014,Food price inflation,1.302326,2016,6
M,COL,Colombia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",108.17268,2016,6
M,COL,Colombia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",115.619263,2016,6
M,COL,Colombia,FAO_CP_23014,Food price inflation,17.037764,2016,6
M,COM,Comoros,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",101.706004,2016,6
M,COM,Comoros,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",103.712946,2016,6
M,COM,Comoros,FAO_CP_23014,Food price inflation,5.257956,2016,6
M,CPV,Cabo Verde,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",97.410058,2016,6
M,CPV,Cabo Verde,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",98.36983,2016,6
M,CPV,Cabo Verde,FAO_CP_23014,Food price inflation,-0.660145,2016,6
M,CRI,Costa Rica,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",99.586078,2016,6
M,CRI,Costa Rica,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",98.716789,2016,6
M,CRI,Costa Rica,FAO_CP_23014,Food price inflation,-1.006795,2016,6
M,CUW,Curacao,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",99.705666,2016,6
M,CUW,Curacao,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",101.643863,2016,6
M,CUW,Curacao,FAO_CP_23014,Food price inflation,1.52,2016,6
M,CYM,Cayman Islands,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",97.737328,2016,6
M,CYM,Cayman Islands,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",99.212473,2016,6
M,CYM,Cayman Islands,FAO_CP_23014,Food price inflation,-0.125929,2016,6
M,CYP,Cyprus,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",98.52,2016,6
M,CYP,Cyprus,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",97.76,2016,6
M,CYP,Cyprus,FAO_CP_23014,Food price inflation,-0.241945,2016,6
M,CZE,Czechia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",100.6,2016,6
M,CZE,Czechia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",98.4,2016,6
M,CZE,Czechia,FAO_CP_23014,Food price inflation,-3.054187,2016,6
M,DEU,Germany,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",100.718707,2016,6
M,DEU,Germany,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",100.301229,2016,6
M,DEU,Germany,FAO_CP_23014,Food price inflation,0.0998,2016,6
M,DJI,Djibouti,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",103.337375,2016,6
M,DJI,Djibouti,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",107.504396,2016,6
M,DJI,Djibouti,FAO_CP_23014,Food price inflation,7.611313,2016,6
M,DMA,Dominica,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",100.30042,2016,6
M,DMA,Dominica,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",99.457201,2016,6
M,DMA,Dominica,FAO_CP_23014,Food price inflation,0.036275,2016,6
M,DNK,Denmark,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",100.6,2016,6
M,DNK,Denmark,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",100.5,2016,6
M,DNK,Denmark,FAO_CP_23014,Food price inflation,-0.297619,2016,6
M,DOM,Dominican Republic,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",101.618868,2016,6
M,DOM,Dominican Republic,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",101.812498,2016,6
M,DOM,Dominican Republic,FAO_CP_23014,Food price inflation,4.248957,2016,6
M,DZA,Algeria,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",107.620266,2016,6
M,DZA,Algeria,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",105.919284,2016,6
M,DZA,Algeria,FAO_CP_23014,Food price inflation,5.888848,2016,6
M,ECU,Ecuador,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",102.100643,2016,6
M,ECU,Ecuador,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",103.787052,2016,6
M,ECU,Ecuador,FAO_CP_23014,Food price inflation,2.855695,2016,6
M,EGY,"Egypt, Arab Rep.",FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",112.413957,2016,6
M,EGY,"Egypt, Arab Rep.",FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",116.112379,2016,6
M,EGY,"Egypt, Arab Rep.",FAO_CP_23014,Food price inflation,17.595185,2016,6
M,ESP,Spain,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",100.336038,2016,6
M,ESP,Spain,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",101.55425,2016,6
M,ESP,Spain,FAO_CP_23014,Food price inflation,1.481425,2016,6
M,EST,Estonia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",100.441646,2016,6
M,EST,Estonia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",99.976897,2016,6
M,EST,Estonia,FAO_CP_23014,Food price inflation,-1.162791,2016,6
M,ETH,Ethiopia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",107.361236,2016,6
M,ETH,Ethiopia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",107.744094,2016,6
M,ETH,Ethiopia,FAO_CP_23014,Food price inflation,7.160584,2016,6
M,FIN,Finland,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",100.39,2016,6
M,FIN,Finland,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",98.3,2016,6
M,FIN,Finland,FAO_CP_23014,Food price inflation,-1.631142,2016,6
M,FJI,Fiji,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",104.555163,2016,6
M,FJI,Fiji,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",108.531805,2016,6
M,FJI,Fiji,FAO_CP_23014,Food price inflation,9.537572,2016,6
M,FRA,France,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",100.63,2016,6
M,FRA,France,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",100.74,2016,6
M,FRA,France,FAO_CP_23014,Food price inflation,0.538922,2016,6
M,FSM,"Micronesia, Fed. Sts.",FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",98.830086,2016,6
M,FSM,"Micronesia, Fed. Sts.",FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",98.459073,2016,6
M,FSM,"Micronesia, Fed. Sts.",FAO_CP_23014,Food price inflation,-2.100238,2016,6
M,GAB,Gabon,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",101.408204,2016,6
M,GAB,Gabon,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",98.783462,2016,6
M,GAB,Gabon,FAO_CP_23014,Food price inflation,-2.406061,2016,6
M,GBR,United Kingdom,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",101.0,2016,6
M,GBR,United Kingdom,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",97.2,2016,6
M,GBR,United Kingdom,FAO_CP_23014,Food price inflation,-2.897103,2016,6
M,GEO,Georgia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",100.762795,2016,6
M,GEO,Georgia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",98.675565,2016,6
M,GEO,Georgia,FAO_CP_23014,Food price inflation,0.698919,2016,6
M,GHA,Ghana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",118.470745,2016,6
M,GHA,Ghana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",112.04232,2016,6
M,GHA,Ghana,FAO_CP_23014,Food price inflation,8.541635,2016,6
M,GIN,Guinea,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",107.935597,2016,6
M,GIN,Guinea,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",110.969376,2016,6
M,GIN,Guinea,FAO_CP_23014,Food price inflation,11.45816,2016,6
